단어,빈도수
예의,81
여름철,55
무기력증,1
안다미로,1
어처피,1
한텐,62
오뚜기,59
버스광고,3
누구신지,3
궁금,38
아웃도어,28
미스트,22
파트너,1013
가족,537
프로바이오틱스,19
오승택,11
보복,53
세무조사,28
세무,28
빈틈,22
유신정권,1
따위,303
유신,245
정권,168
달러,135
차관,32
가로,136
뒷돈,9
거절,86
납세,10
훈장,17
황진,39
이노베이션,344
도입,430
성분,243
레이저,88
냐옹,27
마이크로,298
패밀리,72
이의,119
서울시,272
교통,905
노량진로,16
노량진,28
삼거리,130
아파트,564
차로,590
추돌사고,48
처리,417
안전,663
운전,252
주변,399
운행,201
참고,807
일시,138
차단,194
도치,7
생리대,100
생리통,26
아기,376
용이,79
피부,339
자극,94
기저귀,18
흡수,149
타이레놀,38
신수지,6
유한락스,4
곰팡이,50
거제,87
기욤,100
열매,170
롤온,1
모기,163
진드기,4
기피,20
무향,7
에어로솔,1
살충제,4
바퀴,120
삐콤,1
트롤,36
시벌,31
어쩌면,79
노재영,26
헬스,220
비만,47
전임,32
긍정,212
조욱,13
효능,248
대회,330
현지,347
당뇨병,80
학회,184
연례,10
세션,59
강아지,155
하루카제,4
성격,215
유한,42
은희,6
알마겔,1
동작,37
집합,130
금지,320
제한,184
폐업,70
소상,59
공인,196
시행,173
진흥,253
상담,1140
빌딩,263
사항,297
박연,4
아태,8
전문,1396
수준,530
위탁,227
역량,173
강점,24
치약,38
차마,34
헤머,1
스파,133
리트,70
진국,11
그다음,29
구름,212
양일,4
태평양,37
매체,94
파마,324
테크,2664
아웃룩,4
대유행,29
의약품,300
합성,92
공모전,98
획득,406
서광,128
마켓,355
배우,463
유나,105
데이,444
발탁,134
크러시,10
부각,385
박동선,19
아이콘,123
존재,357
입증,144
더블유,749
아이피,35
밸런스,160
전자신문,281
엔터테인먼트,256
타운,629
블루칩,20
달타,1
고양이,429
엄니,6
예방접종,19
타나,21
아세트아미노펜,7
카페인,26
수화물,33
두통,21
완화,80
안젤리나,10
맘마,7
도착,362
바이,792
우즈,47
알모,1
어쩌구,117
웰니스,9
할인,849
파우치,46
디바인,14
듀오,339
쪼끔,18
연어,93
치킨,360
시설,454
보수,238
럭키,62
펫토어,1
지스,141
김뗑컨,1
예방,234
일상,451
전염,7
지엔,78
반려견,21
치매,171
라비린토스,1
수화,6
리지,170
여럿,31
써스펜,6
발열,26
몸살,11
증세,16
상식,102
신웅수,2
대통령,860
오란,4
소라,86
보건,525
당국,120
진통제,43
복용,32
권고,64
접종,297
품귀,10
통증,60
반응,265
구비,38
수요,406
현상,149
지고,84
잠시,254
주춤,30
공사,2135
쓰레기,306
서애,3
인지,167
장애,90
증후군,19
다큐,58
반려동물,91
고려,376
노하우,64
바탕,124
토탈,170
접목,42
론칭,147
클로이,20
포밍,2
세제,27
기름,159
제거,97
관절,114
일정량,14
뭐시기,39
오일이,2
후짐,1
가려움,6
오일,101
발라,51
란스,9
기타등등,18
써봣,2
주황색,10
오일도,1
써봣는데,3
암턴,4
겔랑,2
손금,24
과감,38
플랫폼,988
편대,9
자취,45
화장실,88
청소,196
화장,79
실용,40
락스,8
사지,65
시내,65
켈시,2
로도스,4
아일랜드,38
유니폼,114
프라,197
허창수,2
부친,17
허준,7
이외,74
단독,1085
구자경,5
주성호,1
사후,40
유족,58
장남,97
공익,37
앞서,139
굴지,14
루테,26
봄별,1
뿌리,112
물때,1
욕실,24
광명,119
완전,798
폭락,141
내적,21
미소,177
면역,222
먹음,97
대여,204
얼라이브,19
은단,3
종료,203
초공,12
편전,4
분류,74
도덕,37
별로,453
비도덕적,2
개새끼,60
못만듬,1
낙타,6
바늘,30
구멍,99
통과,225
방위,84
목록,177
한인,37
코리아타운,6
미주,119
남가주,1
대리점,52
담당자,134
매장,286
전화,269
풀타임,3
환영,284
한인타운,2
바인,21
이력서,192
나스닥,69
매일경제,518
자회사,1147
시아,250
법인,485
아티,47
퓨틱스,47
탈출,213
상장,3004
릴레이,84
이사벨,11
정동영,19
무소속,8
문국현,1
진영,70
추측,54
서서,64
도우미,76
있을껍니,1
무조건,224
지지,311
식도염,8
재발,23
개비,30
스콘,28
옥시,31
이기선,10
해머,15
윤여정,15
아카데미,93
노미네이트,1
축하,765
눈알,12
트루,212
식별,7
오른쪽,128
에이프릴,25
출자,78
기존,369
유지,561
시사,509
구간,240
미디어,1981
최선,138
노력,355
연구개발,264
토끼,233
확보,553
국내외,106
결집,8
우선주,56
선장,40
진용,5
출항,33
대학교,309
부사,197
승진,80
본부장,134
이병,12
이영,19
전무,139
신명철,1
김성수,29
종합병원,12
유재,10
관리,1203
김재훈,6
강대,4
상무,130
정기,240
주주총회,152
지점,417
총서,19
결의,70
참석,235
대방동,2
강당,11
별도,211
리모,12
입장,318
내야,33
반박,77
캡쳐,80
와중,172
꼬치,16
회생,108
불멸,22
매달,35
김선,49
베이,138
가물치,4
서동요,4
작전,86
논문,100
인준,3
비운,28
계이,222
나머진,14
맞춤,201
멀티,503
미네랄,28
스팟,25
패치,118
빡스,1
탐폰,11
템포,17
씨발,261
시드,80
도태,10
한남,39
삐딱구리,2
패가망신,13
신조,5
생기,122
다림,4
아스,860
바이엘,2
일동제약,83
아모레퍼시픽,72
강원랜드,338
차트,1016
액면,20
거북이,15
퍼먹,5
조이,47
소취,6
공주,242
저쩌구,10
송월것,1
종이,247
한솔,605
제지,416
선호,80
것외,1
품목,163
사치,25
신뢰,176
편이,227
유황우,1
사회,1045
유언,10
승계,70
자식,190
경영인,21
한겨레,147
일반,424
손민수,26
래서,56
관계자,290
개그,63
스가,4
이치,176
고백,130
매미,24
때매,33
못들엇어,1
치가,75
다이스,34
역대,234
계약,1787
채용,2749
백조,181
백수,208
희망,644
취업,1077
구인,240
구직,230
자소,248
올콘,24
서포터즈,24
소정,21
정품,109
악재,107
대형,296
투심,27
예고,248
수탁,33
증권사,330
톱픽,11
직스,489
에스티,956
룰루,32
김민아,18
블로거,45
퍼트,43
택배,386
토요일,108
광복절,29
대체공휴일,8
금요일,290
화요일,192
일정,746
통운,270
로젠,23
우체국,43
쪼짝,3
배송지,8
블루,1335
오션스,363
하반기,618
뚜렷,5
이커머스,57
견인,42
김해일,2
발신,21
신부,62
요미,29
페잉깅님,1
어플,415
송장,36
자동,364
인팍,5
도해,30
반값,46
러브홀릭,7
앨범,887
특전,234
일괄,337
하자,462
반사,224
태일,29
태용,50
유타,45
쟈니,38
재현,202
해찬,148
런쥔,118
제노,570
천러,79
지성,196
엔시,481
웨이,260
홀카,50
스티커,244
네이쳐,45
리퍼블릭,29
폴라,193
테이,200
재고,124
운송,129
번호,218
인형,227
햄씽,2
환불,173
불가능,50
입금,208
재판매,40
표시,136
오츠,1
메리제인,1
보석,109
구두,25
체리,321
샌들,7
주문,599
고얭,1
햄찌,18
단모,8
출고,99
불량,55
미개,73
개봉,149
정이,86
변경,1252
발송,82
노크,30
고갈,17
부부젤라,3
불면,60
경기,1457
도민,131
파스토,3
밸리,65
천마,25
국토교통부,56
첨단,438
민간,118
활성화,213
출발,290
암살,32
치비,68
반송,19
하월,8
에버라인,30
순차,29
리우,24
파업,119
수도,468
설치,434
몽꿀멀즈,1
진행중,143
이자,301
샤케,1
케타포,9
카톡,420
인천,828
대란,36
점주,46
채무,215
노사,97
위례,10
집단소송,34
수정구,9
위례신도시,2
전기가오리,4
세트,719
사이,590
예약,374
치폼,8
입력,126
담소,19
공지,253
지연,86
거주,113
편택,16
공구,284
승자,32
디엠,976
뱅크,676
클레,34
리턴,64
반택,84
마법사,67
총사,10
포장,451
바지,118
외신,125
베트남,201
태권도,35
동행,36
도쿄올림픽,45
대표팀,47
메인,1185
보도,368
상장회사,55
직구,76
위인,70
취급,155
해외여행,26
중단,338
차별,139
기선,27
예매,94
오지,143
택시,148
황윤,1
성처,1
대만,171
콩떡,58
주물럭,3
진골,1
저번,241
연락처,25
분실,29
하든,29
뽁냥,5
이동,203
온건,16
우주,282
깜장푸들,1
투유,79
엠투유,3
럭드,98
샷츠,3
허걱,8
글키링,1
통판,33
파손,15
파기,19
강원,574
원통,6
강원도,215
채용정보,442
하차,28
인제,49
통점,1
군청,49
플로,57
거도,24
안녕,201
자두,43
학산,8
누리,189
로비,127
인장,204
헤더,68
큐티,37
러블,40
님들,115
알음,18
움직,56
리다,39
상세,150
세부,39
매우,285
최첨단,37
당일,177
새벽,352
성숙,11
양사,58
풀필먼트,28
전부,431
반려,33
들락날락,9
온대,8
작업중,29
헬로,178
성남시,119
중원구,16
익일,20
춘천,91
소요,27
정상,248
본의,10
모나,28
금일,333
전량,143
이나,264
낙장,1
로터,153
내년,467
군포,122
물품,103
점검,176
규모,1424
보상,161
추산,13
타임즈,288
김영봉,3
사과,382
조치,228
무진,290
버스터,24
호로,31
소비자보호,7
멋대로,37
고무나무,5
곤지암,14
용인,185
신선,30
커머스,67
라스트,35
마일,50
요구,260
충족,40
연합,191
플래텀,36
모토로,24
스타트업,308
비읍,1
버뮤다,3
옥천,68
허브,145
사법,97
농단,78
탄핵,109
신의,95
직장,185
처럼,162
미화,72
전형,102
왜곡,35
장시간,15
노동,188
경비,96
최저임금,25
미르,216
덱스,4
항의,73
십만,9
과로,21
사각,32
정연,21
외교통상부,1
서류,218
위치,413
펭귄,40
로지,95
스틱스,55
그녀,164
분담,7
산야,3
등록,434
누룽,3
아유,48
두잉,3
총대,17
혹시,594
계시,83
민중,52
선착,16
대행,176
알티,556
유노,30
리노,207
사가,146
전화통화,8
속보,919
경상도,20
사시,64
한지,90
열흘,24
타결,22
포로,18
드릴,121
주소,451
개인정보,126
우체국택배,5
유비,250
현덕,27
황숙,7
연령,54
자료,457
아저씨,259
옛말,4
출생,54
점차,27
중앙,662
또래,14
소득,134
리심,2
수입,366
공제,11
구룽,2
총파업,9
조합원,49
소속,276
쟁의,6
투쟁,205
연대,79
경기도,608
여명,145
차질,53
발단,3
노동자,536
해고,127
횡포,27
본부,400
이하,495
해고자,27
복직,130
악덕,10
터미널,65
농성,72
신흥대,1
관리자,71
방해,103
가량,54
동참,135
전정국,22
에코,1164
실밥,5
가위,67
살살,31
사유,265
제목,160
성함,19
박싱,3
부분,610
그림자,95
샹놈,1
협상,288
우연,47
꽃잎,9
지민,195
빌보드,44
연속,412
번개,120
한진택배,7
픽업,87
결제,528
과정,363
절반,133
압도,68
초반,297
벌이,56
구주,16
멘틧,12
이벵,26
에슬,1
문턱,17
얼라이언스,17
셀러,49
공업,354
앱애,1
공관,3
머브컵,1
통화량,2
상담사,18
연결,364
일방,48
점임,3
어스름,3
이서영,2
김원종,2
사망,324
고인,42
아버지,150
명패,3
연월,7
상하,65
중간,276
인터,798
배출,190
회수,306
월간,85
플라스틱,101
사이클링,4
제작,1082
투썸플레이스,6
우선,387
일회용,26
실생활,5
세척,23
지영호,1
중구,94
서소문로,1
락앤락,276
탄소,126
협의,224
동네,245
슈발,6
은호,3
가발,39
셋팅,19
커미션,453
금천구,27
구로구,18
중지,69
한해,56
늉꼬미,1
황꼬미밍꼬미,1
참조,119
봉투,55
아가,179
마망,6
스커룬,16
낙원,34
제너럴,12
윈슬,2
폴라로이드,40
문건,45
우편번호,3
쟁둥,1
맞아욬,1
과실,18
백퍼,23
가액,49
콜센터,83
잠깐,256
교육,1749
우김욬,1
가운,22
배달,200
얼음,99
얄범,3
기만,69
케이,4193
티비,637
리팩,10
퓨처,134
키트,938
확인가능,5
인계,4
사정,173
날짜,87
쩡아,1
핫트,24
추미애,146
고객정보,2
파문,37
포토북,65
주중,29
지구인,4
실화,95
양도,1641
숫자,170
장수,71
제시,425
시세,290
배송비,107
이상구,1
마뮤테,155
뮤코,37
멬스,44
메이크,125
마이,411
뮤직,358
이스트,91
분철,264
응모,108
창문,111
밀고,32
통계,63
귀인,5
헛소리,67
소린,27
차이석,2
개봉시,1
채팅,298
액자,89
조미정,2
빌어,23
낚시,85
중노위,7
판정,88
사용자,173
기적,165
단협,10
공정,415
질서,42
틸루,1
인쇄,30
퍼스트,275
바이트,12
장본,19
현장,712
수령,36
페스,75
이전,482
책갈피,12
실물,73
동이,31
우편,45
추첨,232
떡메,10
멈즈,1
헌법,33
근로,35
향상,106
명시,21
근로자,103
실질,84
의무,171
책임,285
인격,51
기법,165
본문,23
교섭,39
부당,110
폭풍,121
대법원,75
판례,6
비난,75
아카시아,13
오시,169
과로사,14
살인,108
중대,73
재래,3
중벌,1
조력자,14
맙시,12
십년,28
먼저,570
추구,60
산재,52
다람쥐,40
해배,41
차금,62
시안,256
로켓,159
실험,148
송화,14
버섯,85
가동,169
신촌,62
피망,15
토마토,267
창고,89
소방관,11
순직,9
도치기,1
선방,42
인정,294
에바,184
영수증,20
홍유,2
인프라,271
축구장,5
크기,121
면적,17
루앤,1
네네,60
코소,1
연유,15
익송,1
익송통운,1
윈터,82
가든,49
또바기,6
퍙퍙,8
사이트,707
오류,105
쪽발이,1
가라,71
정해진,19
급여,84
사업자,195
만큼,164
민노총,20
사태,370
국면,50
주도,204
장악,37
처우,13
폭주족,5
사찰,13
에세이,20
이레네,4
자수,130
홍성규,3
화성,240
인권,108
손바닥,30
단체교섭,5
공세,39
국민일보,43
비트,697
로드,401
선점,119
멘션,206
불가,163
해제,143
향수,106
국제화,3
물의,30
거부,149
다소,94
따라서,91
스트로,14
소우주,13
혜주,334
단가,41
보이,559
부진,144
시가총액,280
솜소,1
깜빡,32
말씀,255
로그인,69
상대방,31
봉봉,36
시리얼,52
대애,4
애애,8
강냉,5
꾹무,2
엠디,484
곰치,4
마린,61
천원,76
인력,184
고용,355
누굴,25
실제,331
대다수,25
임금,207
요금,103
시민단체,30
끼리,193
북클릿,2
영향,404
우리동네,44
지구,305
주일,47
진시,7
소량,51
키링,168
선착순,98
일요신문,123
행세,10
박태영,2
집유,9
신고,996
검찰,739
수사,608
리스크,136
망각,6
도마,53
여운,33
은폐,40
의혹,593
상깅,1
일화,77
박해민,5
이닝,23
쉬는시간,8
루수,14
캐치,35
허경민,5
땅볼,2
차고,36
튀엇음,1
파랑,80
반달,8
야구,292
박치,3
겨우,128
초딩,72
대꾸,9
수일,30
한정은,1
달구,14
경산,83
대장,192
백정현,3
무실점,4
호투,2
대승,10
타임스,92
직찍,13
굿나잇,20
우엉,27
아뇨,51
승률,238
어서,163
웡샘,3
안대,51
법부,5
호미,20
최원,3
책임감,18
김동혁,4
수확,35
연전,6
이승호,5
선발,92
복귀전,1
정찬헌,3
데뷔전,11
전통,103
수행,137
운명,181
외야,8
유우,94
크보,22
상대,338
투수,46
저하,34
선빵,3
준메,1
강백호,4
다이노스,9
아카이브,141
대타,6
안타,41
정진기,3
트레이드,36
동병상련,1
절친,31
조언,73
스포츠조선,30
반기,46
타율,3
적지,26
위로,265
화순고,1
홍건희,1
베어스,11
해물,17
캐치미,5
꼭질,1
라인란트,2
곽빈,1
비고,14
운빨,6
후루꾸,2
음해,9
뻘쭘하,2
쿠라,34
양석환,1
아틀레,1
티코,8
마드리드,2
피오렌티나,1
토트넘,57
타겟,20
선수,716
혼자,579
히어로즈,46
고척,9
최원준,2
브레이브걸스,22
롤린,13
리그,372
개막전,6
축하공연,3
채널,792
김기태,15
송파구,47
잠실동,1
잠실,62
운동장,22
잠실야구장,2
흑마,25
김재환,23
이영하,6
오재원,1
마늘,47
원정,30
직캠,284
수석,67
헤드,67
잡고,258
주차,172
매력,315
증말,62
명대사,15
나크,10
작품,379
조승우,26
진조,2
통곡,10
꼬막,3
호들갑,7
뮤지컬,239
유콩,4
빡빡,46
차라리,132
우승,137
컴퓨터,707
사키,48
민우,12
엔씨,716
상대로,110
켇티,1
불꽃놀이,11
불꽃,72
라엘,27
영강,17
홍어,6
대구,884
눈물,528
니펏,2
만이,76
만해,66
은퇴,55
추억,214
코시,28
대체,467
삼칠,5
엠스플,7
순간,390
우승팀,2
어쨌든,85
례례,3
제리,54
미필,35
벌써,317
헤헤,144
드렷서용,1
가타,38
달달,100
감독,339
슬슬,105
쿠키,219
성전,31
전이,63
디디,54
삼숙,9
갤럭시,497
워치,108
장염,4
정아,15
도공,24
이조,7
곧통,1
두뚜숀,1
유성우,19
밤하늘,35
델꼬,8
가기,177
돗자리,3
담요,30
반짝,35
뚜껑,53
물보라,2
구단,84
인지부조화,5
이재명,559
아웃,139
구단주,4
어비,8
차병원,11
명목,25
건축,258
허가,650
용적률,6
상향,164
특혜,83
뇌물죄,3
관내,23
금품,32
선크림,24
샴푸,136
난가,1
부지,130
도핑,47
적발,103
약물,86
농약,21
메클로페녹세이트,1
고의,29
투여,63
여부,168
일상생활,15
관건,48
사례,255
자세,157
출전,292
정지,245
풍류,24
남색,12
완자,5
송파,23
광주,755
보건소,56
각종,282
언론사,57
루미,131
나티,12
유격수,11
박계범,4
베이스,354
웃기,215
부들부들,9
실권,30
도대체,135
뇌구조,2
오소,3
조종,42
추종자,15
음모론,15
부흥회,3
가보,38
최재훈,20
포수,14
리트윗,44
헥토파스칼,3
미역국,6
모야,39
리야,21
여우,164
끼융,1
평생,233
도마도,8
디어,58
아스터,2
작가,418
상스,3
혐의,394
무혐의,25
남극,6
점심,268
윤수일,2
삼락,1
형님,103
손가락질,9
변두리,2
나이트,139
주관,156
해석,166
파뭬산,1
티켓,216
싸인,72
물감,19
표현,352
포토샵,16
브러쉬,11
그래픽,84
마산,45
끗내줌,1
혀돌프,2
쪼꼼씩,1
김동규,5
스토리,721
병신,92
시구,44
구역질,4
공부,732
오라,43
지지리,1
네이버캐스트,1
