단어,빈도수,라벨링
바다로,240,0
엘에스,240,0
알루코,240,0
제넥신,240,0
화성,240,0
정기,240,0
인터파크,239,0
성안,239,0
아톤,239,0
동기,239,0
파이,239,0
만화,239,0
해성,239,0
원인,239,0
뮤지컬,239,0
재판,238,-2
승률,238,0
오리진,238,0
고영,238,0
전개,238,0
비중,238,0
보수,238,0
중고,238,0
면서,238,0
더욱,237,0
셔츠,237,0
글로비스,237,0
웃음,237,1
정국,236,0
다행,236,1
포스,236,0
포털,236,0
스템,236,0
단일,236,0
쿠폰,236,0
대규모,236,1
정체,235,-2
참석,235,1
자율,235,0
성원,235,1
시청,235,0
제안,235,0
특전,234,0
예방,234,0
실현,234,2
역대,234,2
규제,234,-2
토끼,233,0
복합,233,0
평생,233,1
반동,233,0
추첨,232,0
일자리,232,0
부인,232,0
태양광,232,0
재개,232,0
원풍,232,0
설계,232,0
황금,231,0
착수,231,1
대덕,231,0
소문,231,-1
주민,231,0
소셜,231,0
마무리,231,0
필수,231,0
예스,230,0
호선,230,0
미팅,230,0
질경이,230,0
구직,230,0
영훈,230,0
만약,230,0
강제,230,-1
하이트진로,230,0
성과,230,2
김보현,230,0
비비씨,230,0
분명,229,0
출범,229,0
바보,229,-2
공단,229,0
비타민,229,0
뷰웍스,229,0
랩토,229,0
보락,229,0
연애,229,0
행동,229,0
나름,229,1
스토어,229,0
브릿지,229,0
직장인,229,0
아산,229,0
제니,229,0
교류,229,0
커뮤,229,0
투표,229,0
음료,228,0
인원,228,0
신작,228,1
조치,228,-1
인테리어,228,0
가전,228,0
대한전선,227,0
나눔,227,0
위탁,227,-1
미얀마,227,0
니스,227,0
인형,227,0
편이,227,0
마련,227,0
육성,227,0
친애,226,0
메탈,226,0
졸업,226,0
유상증자,226,0
주인공,226,0
크라운,226,0
유리,226,0
통과,225,0
요청,225,0
아프리카,225,0
지배,225,0
선박,224,0
반사,224,0
협의,224,0
고개,224,0
무조건,224,0
경인,224,0
기소,223,0
외국,223,0
무기,223,1
스펙,223,0
케이스,223,0
발언,223,-1
씨디,223,0
살짝,223,0
유전자,223,0
레미콘,223,0
나인,223,0
트렌드,223,0
수학,223,0
컨설팅,222,0
면역,222,0
굳이,222,0
계이,222,0
거나,222,0
수소,222,0
전인,222,0
이천,222,0
볼빅,221,0
창립,221,0
신호,221,0
통상,221,0
네트워크,221,0
지방,221,0
노트,220,0
헬스,220,0
날씨,220,0
허리,220,0
량폭증,220,2
캐피탈,220,0
쿠키,219,0
순이익,219,2
스스로,219,0
도약,219,2
서류,218,0
카이,218,0
리딩,218,0
번호,218,0
보통,218,0
스톡,218,0
장하나,218,0
전시회,218,0
방림,217,0
추세,217,0
노스,217,0
게이,217,0
어케,217,0
삼익,217,0
푸른,217,0
방지,217,0
팩트,217,0
엔터,217,0
모멘텀,216,0
업데이트,216,0
화가,216,0
미르,216,0
유니크,216,0
티켓,216,0
부정,216,-2
파일,216,0
에브리,215,0
이재용,215,0
애인,215,0
강원도,215,0
사명,215,0
웃기,215,0
채무,215,-3
스맥,215,0
보미,215,0
시멘트,215,0
성격,215,0
대위,214,0
올림픽,214,0
소원,214,0
알리,214,0
집단,214,0
오룡,214,0
치즈,214,0
눈치,214,0
통한,214,-1
추억,214,0
안나,214,0
시스터즈,214,0
고기,213,0
비롯,213,0
출근,213,0
명예,213,0
파수,213,0
지도,213,0
활성화,213,1
항체,213,0
탈출,213,0
재무,213,0
에듀,212,0
긍정,212,3
유저,212,0
배경,212,0
트루,212,0
입성,212,1
구름,212,0
마시스,211,0
원전,211,0
이오,211,0
모듈,211,0
애니플러스,211,0
지누,211,0
별도,211,0
베셀,210,0
장면,210,0
최신,210,1
광장,210,0
국회,210,0
비율,210,0
인선,210,0
합의,210,-1
선언,210,0
제일제당,210,0
구경,210,0
무한,210,0
투어,209,0
소음,209,0
김세영,209,0
합작,209,0
진공,209,0
신분,209,0
위반,209,-3
시도,209,0
파이오링크,209,0
적극,209,0
진규,209,0
어비스,208,0
선광,208,0
기기,208,0
입금,208,0
백수,208,0
약사,208,0
넷게임즈,208,0
판사,208,0
머티리얼즈,208,0
개별,208,0
체라,208,0
장사,207,0
레인,207,0
세포,207,0
태태,207,0
박세리,207,0
레벨,207,0
참치,207,0
리노,207,0
믹트,207,0
임금,207,0
인도,207,0
토리,206,0
근처,206,0
멘션,206,0
복지,206,0
김하늘,206,0
가을,206,0
이웃,205,0
와리,205,0
티앤,205,0
포항,205,0
넥슨,205,0
투쟁,205,0
구입,205,0
김시우,205,0
미스터,205,0
아예,205,0
그레이,205,0
원금,205,0
서치,205,0
학습,205,0
팬미팅,205,0
주도,204,2
체계,204,1
인장,204,0
대정,204,0
특수,204,1
김효주,204,0
휴대폰,204,0
사무,204,0
서울대,204,0
포커스,204,0
대여,204,0
이수민,204,0
명의,203,0
파루,203,0
신기,203,0
자캐,203,0
종료,203,0
주전자,203,0
배상문,203,0
최나연,203,0
박인비,203,0
이동,203,0
신지애,203,0
이민지,203,0
최경주,203,0
에디,203,0
유소연,203,0
리디아고,203,0
어스,202,0
카스,202,0
오션,202,0
신임,202,0
대림,202,0
재현,202,0
송원,202,0
천사,202,0
선도,202,0
아크릴,202,0
대봉,202,0
독자,202,0
지난달,201,0
변호사,201,-1
보지,201,-3
개입,201,0
안녕,201,0
툴젠,201,0
사서,201,0
유진기업,201,0
인강,201,0
피자,201,0
정보통,201,0
운행,201,0
페이지,201,0
화금,201,0
독점,201,0
엠넷,201,0
자사,201,0
종류,201,0
포스팅,201,0
맞춤,201,0
베트남,201,0
이수앱지스,200,0
테이,200,0
배달,200,0
키스,200,0
기타,200,0
축구,200,0
물산,200,0
일간,199,0
코바,199,0
싸이,199,0
주식시장,199,0
승리,199,2
피지,199,0
차지,199,0
아이스크림,199,0
위원,198,0
무학,198,0
소년,198,0
스페이스,198,0
돼지,198,0
상호,198,0
상품권,197,0
부사,197,0
어깨,197,0
프라,197,0
여러,197,0
나비,197,0
총장,197,0
임상시험,197,1
공원,197,0
신원,197,0
공인,196,0
렌트,196,0
어음,196,0
케빈,196,0
지성,196,0
깜짝,196,1
청소,196,0
급전,196,-1
경동제약,196,0
발매,196,2
사업자,195,0
절차,195,0
슈가,195,0
지민,195,0
돌입,195,1
경찰청,195,0
가야,195,0
초대,195,0
내부,194,0
차단,194,-1
후회,194,-3
수업,194,0
필름,194,0
청와대,194,0
동물,194,0
목요일,194,0
육아,194,0
심지어,194,0
박근혜,194,0
수도권,194,0
재미,193,0
폴라,193,0
삼양사,193,0
김봉현,193,0
자전거,193,0
연성,193,0
뷰티,193,0
끼리,193,0
만두,193,0
코스닥시장,193,0
에릭,193,0
이력서,192,0
제어,192,0
이기,192,0
대장,192,0
화요일,192,0
조명,191,0
초코,191,0
연합,191,0
콜걸,191,0
보험료,191,0
키다리,191,0
형제,191,0
라파스,191,0
조성,191,0
쇼박스,191,0
납품,191,0
제기,190,0
행진,190,0
사위,190,0
자가,190,0
제트,190,0
자식,190,0
상용,190,2
배출,190,0
남부,190,0
데이타,190,0
고발,190,-3
리치,190,0
주시,190,0
단어,190,0
나우,189,0
구속,189,-3
로서,189,0
수요일,189,0
소액,189,0
앵커,189,0
누리,189,0
포럼,189,0
황금돼지,189,1
재단,188,0
프로야구,188,0
개장,188,0
동반,188,0
노동,188,0
주행,188,0
다이어트,188,0
유니슨,188,0
입찰,188,1
한전,188,0
부로,187,0
메이저,187,0
저런,187,0
훈련,187,0
구글,187,0
맘스,187,0
니아,187,0
담배,187,0
에이스,186,0
소설,186,0
알파,186,0
원더,186,0
센서,186,0
과연,186,0
구해,186,0
동사,185,0
연습,185,0
사모펀드,185,-1
동국,185,0
용인,185,0
지랄,185,0
직장,185,0
전력,185,0
사의,185,0
소프트웨어,185,0
냉동,185,0
사전,184,0
학회,184,0
아이폰,184,0
의문,184,0
텔레,184,0
제한,184,0
동남,184,0
섬유,184,0
에바,184,0
인력,184,0
랩스,184,0
산타크루즈,184,0
체제,184,0
그동안,184,0
홍콩,184,0
시온,183,0
게시,183,1
점수,183,0
글자,182,0
제주도,182,0
오른,182,2
주제,182,0
하남시,182,0
확진,182,-1
나머지,182,0
알앤,182,0
운명,181,0
태광,181,0
사설,181,0
라며,181,0
문장,181,0
백조,181,0
만원,181,0
모양,180,0
비디아이,180,0
한컴,180,0
코넥스,180,0
장소,180,0
케이블,180,0
파스,180,0
이브,180,0
도로,179,0
곱창,179,-3
개혁,179,0
스킬,179,0
아가,179,0
하니,179,0
조작,179,-3
정액,179,0
자산운용,179,0
자랑,179,0
점점,179,0
한편,178,0
클리,178,0
여자친구,178,0
박물관,178,0
일승,178,0
아동,178,0
오비,178,0
헬로,178,0
가기,177,0
구리,177,0
당일,177,0
언어,177,0
일반인,177,0
데코,177,0
미술,177,0
행정,177,0
목록,177,0
미소,177,1
풍경,176,0
인사이트,176,0
에어팟,176,0
케이피,176,0
실력,176,0
개발자,176,0
핑거,176,0
영흥,176,0
점검,176,0
이명박,176,0
이치,176,0
신뢰,176,2
는걸,176,0
수호,176,0
대행,176,0
청주,175,0
닥터,175,0
등락,175,0
무시,175,-2
네오,175,0
까스텔바작,175,0
화보,175,0
정의,175,0
땡큐,175,1
박주,174,0
리아,174,0
메이,174,0
요새,174,0
안경,174,0
주가조작,174,-3
메뉴,174,0
다음주,174,0
향후,174,0
실수,174,-3
물건,174,0
시행,173,0
데이트,173,0
종묘,173,0
사용자,173,0
배구,173,0
커뮤니케이션,173,0
환불,173,-3
전시,173,0
사정,173,0
역량,173,0
적립,173,0
모니터,173,0
포도,173,0
주차,172,0
아시,172,0
누나,172,0
경품,172,0
감성,172,0
콜라보,172,0
안해,172,-3
이씨,172,-3
에이치엘비,172,0
와중,172,0
도리,172,0
기여,172,0
상사,171,0
오스,171,0
왼쪽,171,0
치매,171,-1
단축,171,1
대만,171,0
중소,171,0
개념,171,0
의무,171,0
죽음,171,-2
신속,171,1
숫자,170,0
녀석,170,0
열매,170,0
토탈,170,0
학력,170,0
콜마,170,0
투입,170,1
전날,170,0
시공,170,0
마치,170,0
리지,170,0
나나,170,0
압수수색,169,-3
검찰총장,169,-2
사이버,169,0
국동,169,0
가동,169,0
인식,169,0
오시,169,0
키링,168,0
즉시,168,0
정권,168,0
휴먼,168,0
여부,168,0
소비,167,0
접대,167,-2
제이콥,167,0
인지,167,0
영역,167,0
입시,167,0
맞이,167,0
엠텍비젼,167,0
안보,167,0
날개,167,0
정다운,167,0
냉장고,167,0
동화,166,0
코코,166,0
상장폐지,166,-3
패턴,166,0
소매,166,0
초기,166,0
임플란트,166,0
엠브레인,166,0
서흥,166,0
해석,166,0
대성,166,0
토지,166,0
포스터,166,0
지코,166,0
김해,165,0
창원,165,0
수상한,165,0
유플러스,165,0
운반,165,0
기숙사,165,0
김동일,165,0
조회,165,0
취소,165,-1
기법,165,1
공감,165,1
위성,165,0
티켓팅,165,0
하하,165,0
제조업체,165,0
아악,165,0
기적,165,2
인근,165,0
상향,164,2
항공우주,164,0
조기,164,0
네트,164,0
여우,164,0
시선,164,0
캠프,164,0
만큼,164,0
그녀,164,0
과징금,164,-3
위주,164,-3
불가,163,-2
무선,163,0
플랜트,163,0
용기,163,0
돌이,163,0
모기,163,0
품목,163,0
렌즈,163,0
어서,163,0
로그아웃,163,0
명품,163,0
동일,163,0
내달,163,0
회피,163,0
에스코,162,0
분기,162,0
진원,162,0
코셋,162,0
비리,162,-3
행위,162,0
파악,162,0
클리오,162,0
엔피,162,0
처럼,162,0
의상,162,0
요약,162,0
고요,162,0
두번째,162,0
지엠,162,0
알텍,161,0
대한의사협회,161,0
루스,161,0
읍니,161,0
방안,161,0
화물,161,0
어차피,161,0
구역,161,0
보상,161,0
아이템,161,0
에이지,161,0
싸움,161,0
분리,161,0
투바,161,0
유니버스,161,0
아이티,161,0
치과,161,0
피아,161,0
컴백,160,0
티에스,160,0
신화,160,0
쿠콘,160,0
준수,160,0
보증,160,0
의지,160,0
제목,160,0
세금,160,0
철회,160,-1
타이,160,0
신용,160,0
밸런스,160,0
알라딘,159,0
화면,159,0
홍준표,159,0
힐링,159,0
번가,159,0
주자,159,0
얼른,159,0
로켓,159,0
연출,159,0
기름,159,0
메이커,159,0
고래,158,0
제도,158,0
신탁,158,0
비행기,157,0
인트로메딕,157,0
핫딜,157,0
평생교육,157,0
과목,157,0
선익,157,0
무관,157,0
선거,157,0
유행,157,0
효담,157,0
차원,157,0
자세,157,0
등기,157,0
성남,157,0
김진숙,156,0
가득,156,0
주관,156,0
승용차,156,0
범죄,156,0
벽산,156,0
다만,156,0
토니모리,156,0
질환,156,0
극복,156,0
컨소시엄,156,0
부대,156,0
군부,156,0
마뮤테,155,0
브리지,155,0
양궁,155,0
딸기,155,0
감동,155,1
강아지,155,0
프사,155,0
메리,155,0
취급,155,0
난리,154,0
사면,154,0
나이스,154,0
서한,154,0
조선일보,154,0
급증,154,0
히어로,154,0
의심,154,-2
부스,154,0
대학생,154,0
일주일,154,0
사옥,154,0
취재,154,0
언스,154,0
줄기세포,154,0
의류,154,0
비판,154,-2
로터,153,0
비트코인,153,0
공매도,153,-2
비대,153,0
장애인,153,-2
세명,153,0
설탕,153,0
보사,153,0
인피니트,153,0
오타쿠,153,0
주주총회,152,0
영웅,152,0
피스,152,0
농협,152,0
아크,152,0
요정,152,0
대금,152,0
기절,152,0
인용,152,0
정답,152,0
타입,152,0
거미,152,0
인치,152,0
레포트,152,0
랭킹,151,0
우성,151,0
측은,151,0
유앤,151,0
정원,151,0
두산인프라코어,151,0
본느,151,0
밀크,151,0
화승,151,0
예능,151,0
상연,151,0
엠게임,151,0
뉴딜,151,0
관리원,150,0
사주,150,0
마이너스,150,-3
남북,150,0
남편,150,0
한국인,150,0
상세,150,0
패널,150,0
누군가,150,0
아버지,150,0
풍력,150,0
촉구,150,0
소방,150,0
전지,149,0
핸드폰,149,0
거부,149,-2
발전소,149,0
브라질,149,0
한글,149,0
흡수,149,0
배틀,149,0
카바,149,0
동서,149,0
당황,149,0
효율,149,0
수산,149,0
엠로,149,0
자격,149,0
공학,149,0
오브,149,0
디톡스,149,0
대기,149,0
현상,149,0
해지,149,-2
개봉,149,1
자재,148,-1
택시,148,0
침몰,148,-3
해찬,148,0
티플랙스,148,0
세코,148,0
판결,148,-1
모건,148,0
사전예약,148,0
정식,148,1
실험,148,0
쌤앤,148,0
퇴근,148,0
서명,147,0
한겨레,147,0
달리,147,0
서버,147,0
상처,147,0
연료,147,0
충남,147,0
가방,147,0
강사,147,0
소스,147,0
통화,147,0
애초,147,0
호조,147,2
론칭,147,0
익산,146,0
기초,146,0
도서,146,0
일기,146,0
불매,146,-3
사가,146,0
워드,146,0
린다,146,0
보스,146,0
초록,146,0
관세,146,0
트와이스,146,0
정규,146,0
임박,146,0
추미애,146,0
누적,146,0
부족,146,-1
사이즈,146,0
보리,146,0
여명,145,0
진료,145,0
허브,145,0
추정,145,0
일찍,145,0
서프라이즈,145,0
댄스,145,0
키노,145,0
먹기,145,0
의협,144,0
부진,144,0
제작사,144,0
노이즈,144,0
요한,144,0
부과,144,0
헤헤,144,1
교복,144,0
오렌지,144,0
위원장,144,0
일환,144,0
입증,144,1
세월호,144,0
영통,144,0
셀카,144,0
저장,144,0
길이,144,0
파주,143,0
티셔츠,143,0
와인,143,0
성적,143,0
해소,143,0
해제,143,0
진행중,143,1
엽서,143,0
오지,143,0
정치인,143,0
세계관,143,0
회계,143,0
큐알,143,0
사무실,143,0
전업,143,0
나잇,143,0
발굴,143,1
이중,143,0
사용승인,143,1
노선,143,0
전량,143,0
반영,143,0
망상,142,-1
이팔성,142,0
프로모션,142,0
비비,142,0
구합,142,0
보드,142,0
논의,142,0
해운대,142,0
무죄,142,1
익절,142,2
과외,142,0
스트레스,141,0
이란,141,0
파리,141,0
토익,141,0
아카이브,141,0
소닉,141,0
이주현,141,0
폭락,141,-3
계절,141,0
진실,141,0
약국,141,0
지스,141,0
수학학원,141,0
해운,141,0
위험,141,-2
마냥,141,0
구글검색,141,0
과일,140,0
소장,140,0
대웅제약,140,0
물리,140,0
팔고,140,0
전신,140,0
용돈,140,0
법원,140,0
리사,140,0
유망,140,
비디오폰,140,0
청소년,140,0
반드시,140,0
가시,139,0
지적,139,0
세미나,139,0
나이트,139,0
종금,139,0
에어컨,139,0
가게,139,0
산다,139,0
수고,139,
워터,139,
아웃,139,
브리핑,139,
차별,139,
앞서,139,
내내,139,
전무,139,
킹덤,139,
아부,139,
부상,138,
개편,138,
여주,138,
베이,138,
신설,138,1
등급,138,
달인,138,
민트,138,
설마,138,
고수,138,
손가락,138,
추석,138,
선풍기,138,
일시,138,
주최,138,1
소속사,138,
노예,138,-1
갤러리,138,
최선,138,
흥행,138,3
칭찬,138,2
오버,137,
약세,137,1
변동,137,
신축,137,1
양성,137,
채권,137,
우승,137,1
유전,137,
부모님,137,
강조,137,
공무원,137,
로보,137,
대책,137,
라떼,137,
수행,137,
합격,137,
무릎,136,
외주,136,1
표시,136,
씨미디어,136,
이스,136,
실업,136,-3
크리,136,
이이,136,
야동,136,
우산,136,
수지,136,
로고,136,
우대,136,
리스크,136,
샴푸,136,
애가,136,
가로,136,
구나,136,
아이엘,135,
스타벅스,135,
도대체,135,
이공,135,
보통주,135,
모리,135,
유심,135,
반복,135,
며칠,135,
당근,135,
폭행,135,-2
달러,135,
동참,135,
수치,135,
아이즈,135,
큐어,135,
호스,135,
차이점,135,
영광,135,
스쿨,135,
각자,135,
천국,135,
근거,135,
심리,135,
발탁,134,1
가까이,134,
협업,134,1
피아노,134,
퓨처,134,
리안,134,
크레시,134,
바로가기,134,
선재,134,
벤처기업,134,
본부장,134,
촌놈,134,
마니커,134,
안녕하십니까,134,
강력,134,
내외,134,
하이픈,134,
담당자,134,
소득,134,
시초,133,
개시,133,
연맹,133,
수량,133,
하우스,133,
스티,133,
팔로,133,
결론,133,
절반,133,
오마이,133,
오펙,133,
승민,133,
리미,133,
유성,133,
기자회견,133,
프랑스,133,
유출,133,
년비,133,
추락,133,
뽀뽀,133,
로만,133,
스파,133,
모자,133,
복귀,133,
재민,133,
다니엘,133,
독립,133,
유명,132,
좀비,132,
뇌물,132,-3
블레이드,132,
차라리,132,
원데이,132,
지하,132,
총괄,132,
연루,131,
더비,131,
루미,131,
천안,131,
라스,131,
연상,131,
재난,131,
방어,131,
매물,131,
자고,131,
원자력,131,
너희,131,
도민,131,
횡령,130,
지옥,130,
상무,130,
고백,130,
자수,130,
민혁,130,
과자,130,
신영,130,
복직,130,
아티스트,130,
보장,130,
중독,130,
전남,130,
최악,130,
삼거리,130,
부지,130,
운용,130,
애깅,130,
집합,130,
검색어,130,
금전,130,
아마존,130,
모음,129,
한복,129,
메모리,129,
민족,129,
섹시,129,
꼬리,129,
김밥,129,
검증,129,1
최강,129,1
틱톡,129,
달콤,129,
파트,129,
헤어,129,
김영진,129,
운송,129,
두부,129,
호재,129,
포트폴리오,129,
필드,129,
치면,129,
재활,129,
마블,129,
옵티머스,129,
네이처,129,
엉엉,128,-1
교회,128,
랜덤,128,
노트북,128,
오른쪽,128,
페어,128,
겨우,128,-1
반전,128,
캐리,128,
진화,128,
캐시,128,
우정,128,
만도,128,
텍스트,128,
소유,128,
서광,128,
탄생,128,
악마,128,
수능,128,
계곡,127,
동향,127,
종일,127,
로비,127,
비티,127,
태그,127,
바나나,127,
감상,127,
토토,127,
조절,127,
상생,127,
해고,127,-2
어쩌,127,
취약,127,
금방,127,
거짓말,127,-2
잡지,127,
라포,127,
서린,127,
베이비,126,
확률,126,
지난주,126,
항암제,126,
스릴,126,
이지,126,
재테크,126,
선불,126,
웍스,126,
도주,126,-1
탄소,126,
갈등,126,
수정,126,
창빈,126,
입력,126,
여유,126,1
개인정보,126,
제조업,125,
팍스,125,
보루,125,
직거래,125,
미미,125,
집회,125,
프로필,125,
크리스,125,
김종현,125,
명성,125,
래몽래,125,
메이크,125,
녹색,125,
외인,125,
외신,125,
동해,125,
직전,125,
삭제,125,-1
어른,125,
관사,124,
형성,124,
슬링,124,
바탕,124,
엔터프라이즈,124,
고통,124,
한마디,124,
두기,124,
비프,124,
재고,124,
런가,124,
소마,124,
폭력,124,-3
비타,124,
특정,124,
페디피,124,
보조,124,
큐리,124,
히트,123,
아이콘,123,
작성,123,
화제,123,
선원,123,
옵션,123,
양심,123,
오피스,123,
대가,123,-1
캠핑,123,
성완종,123,
일요신문,123,
수원시,123,
연장,123,
생방송,122,
케이디,122,
청산,122,
생기,122,
마찬가지,122,
여의,122,
학점은행제,122,
재배,122,
유동성,122,
대졸,122,
서부,122,
멤버십,122,
봉사,122,
황철,122,
칩스,122,
장치,122,
부실,122,
임시,122,
에스에프,122,
군포,122,
진행형,122,
융합,122,
식품의약품안전처,122,
트럭,122,
홍대,121,
타이밍,121,
책상,121,
삼지,121,
쿠로,121,
한참,121,
폭풍,121,
이안,121,
김포,121,
대주,121,
크기,121,
천하,121,
주기,121,
알기컨,121,
라디오,121,
드릴,121,
그대,120,
퓨쳐,120,
유산균,120,
스윗,120,
교실,120,
입사,120,
텍메드,120,
승부,120,
큐릭스,120,
간식,120,
